,average,country,genre,language,release_date,title,votes
3774,6.3, 中国香港,['喜剧'], 汉语普通话 / 粤语,2012-08-09,低俗喜剧 低俗喜劇,62470.0
3775,6.3, 中国香港,"['剧情', '动作', '爱情', '犯罪']", 粤语,2001-02-14,绝色神偷,20656.0
3777,5.2, 荷兰,"['喜剧', '惊悚']", 荷兰语,2019-03-22,狂暴凶狮 Prooi,10382.0
3778,4.9, 中国大陆,"['爱情', '悬疑']", 汉语普通话,2016-01-15,消失爱人,12069.0
3779,4.8, 中国大陆,['爱情'], 汉语普通话,2016-08-26,在世界中心呼唤爱,7522.0
3781,8.9, 意大利,['剧情'], 意大利语,2006-10-17,听见天堂 Rosso come il cielo,25222.0
3782,8.8, 美国,"['剧情', '动画', '奇幻', '冒险']", 英语 / Sindarin,1978-11-15,指环王 The Lord of the Rings,5820.0
3783,8.6, 英国,"['剧情', '爱情', '家庭']", 英语,2013-12-25,唐顿庄园：2013圣诞特别篇 Downton Abbey: The London Season,13797.0
3784,8.4, 英国 / 美国,"['剧情', '历史', '战争']", 英语 / 日语 / 泰语,1957-10-02,桂河大桥 The Bridge on the River Kwai,18893.0
3785,8.2, 中国香港,['喜剧'], 粤语,1976-12-16,半斤八两 半斤八兩,19012.0
3786,8.2, 美国,"['剧情', '喜剧', '爱情']", 英语,1997-12-25,尽善尽美 As Good as It Gets,21536.0
3787,7.2,,,,,芭比之森林公主 Barbie as the Island Princess,
3788,7.2,,,,,芭比之蝴蝶仙子 Barbie Mariposa and Her Butterfly Friends,
3789,7.8, 中国大陆,"['剧情', '爱情', '家庭']", 汉语普通话 / 晋语,2012-11,美姐,19733.0
3790,7.7, 中国香港,"['喜剧', '家庭']", 粤语,1994-02-06,大富之家,22715.0
3791,7.7, 日本,"['剧情', '悬疑', '犯罪']", 日语,2016-09-06,愚行录 愚行録,25275.0
3793,7.4, 美国,"['剧情', '惊悚', '犯罪', '黑色电影']", 英语,1955-10-01,杀手之吻 Killer's Kiss,9248.0
3794,7.3, 美国,"['动作', '动画', '冒险']", 英语,2020-04-12,真人快打传奇：蝎子的复仇 Mortal Kombat Legends: Scorpions Revenge,4533.0
3795,7.0, 美国,"['喜剧', '动画', '运动']", 英语,1997-07-15,空中大灌篮 Space Jam,34232.0
3796,7.0, 美国 / 德国,"['喜剧', '爱情']", 英语,2003-08-01,美国派3：美国婚礼 American Wedding,37132.0
3797,6.9, 中国香港,"['喜剧', '奇幻']", 粤语,1992-09-04,音乐僵尸 音樂殭屍,7582.0
3798,6.5, 美国,"['悬疑', '恐怖']", 英语,2007-10-14,灵动：鬼影实录 Paranormal Activity,30467.0
3799,5.6, 中国大陆,['爱情'], 汉语普通话 / 法语 / 捷克语 / 日语 / 意大利语 / 英语 / 上海话,2015-08-20,恋爱中的城市,34581.0
3800,8.7, 俄罗斯 / 法国 / 意大利 / 捷克,"['剧情', '喜剧', '爱情']", 俄语 / 英语 / 法语 / 德语,1998-10-30,西伯利亚的理发师 Сибирский цирюльник,30385.0
3801,8.4, 美国 / 英国,"['剧情', '战争']", 英语 / 俄语 / 越南语 / 法语,1978-12-08,猎鹿人 The Deer Hunter,27026.0
3802,8.3, 法国,"['爱情', '传记']", 法语,2017-12-20,童年的许诺 La promesse de l'aube,7433.0
3803,8.2, 美国,"['剧情', '传记', '战争']", 英语 / 德语 / 法语 / 俄语 / 阿拉伯语,1970-02-04,巴顿将军 Patton,27767.0
3804,7.3, 中国香港 / 中国台湾 / 日本,"['剧情', '喜剧', '爱情']", 汉语普通话 / 粤语,2004-03-11,20 30 40,53806.0
3805,7.3, 法国 / 德国,"['悬疑', '惊悚', '犯罪']", 法语,2019-08-28,只有野兽 Seules les bêtes,4016.0
3806,7.0, 澳大利亚,['恐怖'], 英语,2016-06-12,恐吓运动 Scare Campaign,10468.0
3807,6.8, 美国,"['喜剧', '科幻', '动画', '家庭', '冒险']", 英语,2005-11-04,四眼天鸡 Chicken Little,18314.0
3808,6.8, 中国香港 / 中国台湾,"['剧情', '喜剧']", 粤语 / 汉语普通话,1992-10-01,逃学外传 逃學外傳,9912.0
3809,6.8, 韩国,"['剧情', '运动']", 韩语,2018-05-01,冠军 챔피언,5805.0
3810,6.6, 中国大陆,"['剧情', '悬疑', '犯罪']", 汉语普通话,2018-05-15,罪途2之救赎代价,11681.0
3811,5.9, 中国香港,"['剧情', '动作', '惊悚', '犯罪', '冒险']", 粤语 / 英语 / 福建话,2009-04-09,神枪手 神槍手,27434.0
3812,4.2, 中国大陆 / 中国香港 / 中国台湾,"['喜剧', '爱情', '悬疑']", 汉语普通话,2015-08-13,宅女侦探桂香,23329.0
3813,9.1, 日本,"['动作', '动画', '惊悚', '奇幻']", 日语,2019-03-29,鬼灭之刃 兄妹的羁绊 鬼滅の刃 兄妹の絆,10271.0
3814,9.0, 英国,['剧情'], 英语,2014-12-25,唐顿庄园：2014圣诞特别篇 Downton Abbey: A Moorland Holiday,11549.0
3815,8.3, 巴西,"['剧情', '爱情', '同性']", 葡萄牙语,2014-02-11,爱，简单 Hoje Eu Quero Voltar Sozinho,26053.0
3816,8.3, 美国 / 日本,"['剧情', '历史', '战争']", 英语 / 日语,1970-09-23,虎！虎！虎！ Tora! Tora! Tora!,18917.0
3817,8.3, 中国香港 / 中国台湾,"['剧情', '音乐', '家庭']", 汉语普通话,1983-07-30,搭错车,12774.0
3818,8.2, 英国 / 法国 / 比利时,['剧情'], 英语,2016-05-13,"我是布莱克 I, Daniel Blake",21339.0
3819,7.8, 法国 / 德国 / 意大利,"['剧情', '爱情', '传记', '历史']", 法语,1994-05-13,玛戈王后 La Reine Margot,30971.0
3820,7.8, 德国,"['剧情', '爱情', '同性']", 德语 / 英语,2013-02-08,自由坠落 Freier Fall,18568.0
3821,7.7, 日本,['动画'], 日语,2014-03-08,哆啦A梦：新·大雄的大魔境 映画ドラえもん 新・のび太の大魔境 ～ペコと5人の探検隊～,8603.0
3822,7.6, 中国大陆,"['剧情', '悬疑', '惊悚', '恐怖']", 汉语普通话,2016-12-10,灵魂摆渡之风华绝代,8466.0
3823,7.5, 中国香港,"['剧情', '喜剧']", 粤语 / 普通话,2003-09-11,大丈夫,37683.0
3824,7.5, 美国,"['喜剧', '动画', '冒险']", 英语 / 意大利语,2005-03-11,机器人历险记 Robots,24300.0
3825,7.5, 韩国,"['悬疑', '惊悚', '犯罪']", 韩语,2011-02-17,孩子们 아이들...,22415.0
3826,7.2, 美国,"['喜剧', '爱情']", 英语,2011-02-08,随波逐流 Just Go with It,54361.0
3827,7.2, 美国,"['剧情', '同性', '传记', '历史', '犯罪']", 英语,2011-11-11,胡佛 J. Edgar,40418.0
3828,7.2, 美国 / 墨西哥,"['动作', '科幻', '惊悚', '灾难']", 英语 / 西班牙语,1999-07-28,深海狂鲨 Deep Blue Sea,13642.0
3829,7.1, 日本,"['剧情', '悬疑', '犯罪']", 日语,2018-03-30,第三度嫌疑人 三度目の殺人,31350.0
3830,7.0, 中国大陆,"['剧情', '喜剧']", 汉语普通话,2000-12-31,幸福时光,17753.0
3831,7.0, 中国大陆,"['喜剧', '爱情', '戏曲']", 汉语普通话,2019-07-11,陈翔六点半之重楼别,8298.0
3832,6.8, 中国香港,"['喜剧', '爱情']", 粤语,1987-06-25,精装追女仔 精裝追女仔,13736.0
3833,6.8, 日本,['动画'], 日语,2011-07-30,火影忍者剧场版：血狱 劇場版 NARUTO -ナルト- ブラッド・プリズン,7597.0
3834,6.7, 德国 / 美国 / 加拿大,"['科幻', '悬疑', '惊悚', '灾难']", 英语,2012-01-13,隔绝 The Divide,22821.0
3835,7.2, 中国大陆,"['剧情', '情色']", 汉语普通话,2004-06-10,大鸿米店,
3836,6.7, 美国 / 澳大利亚 / 挪威 / 丹麦,"['喜剧', '动画', '歌舞', '冒险']", 英语,2019-03-22,乐高大电影2 The Lego Movie 2: The Second Part,13191.0
3837,6.7, 美国,"['动画', '歌舞', '奇幻', '冒险']", 英语,2020-04-10,魔发精灵2 Trolls World Tour,3385.0
3838,6.4, 日本,"['喜剧', '爱情', '同性']", 日语,2019-08-23,大叔之爱：爱情或死亡 おっさんずラブ～LOVE or DEAD～,3992.0
3839,5.9, 美国,"['惊悚', '恐怖']", 英语,2018-09-08,月光光心慌慌 Halloween,19028.0
3840,8.7, 日本,"['喜剧', '爱情', '动画']", 日语,2017-09-13,魔卡少女樱 透明牌篇 序章 小樱与两只小熊 カードキャプターさくら クリアカード編 プロローグ さくらとふたつのくま,5087.0
3841,8.6, 苏联,"['剧情', '科幻', '悬疑']", 俄语 / 德语,1972-03-20,飞向太空 Солярис,14960.0
3842,8.4, 挪威 / 瑞典 / 法国,"['剧情', '历史', '战争']", 英语 / 挪威语 / 德语,2012-03-09,白色严冬 Into the White,14257.0
3843,8.4, 法国,"['剧情', '爱情']", 法语,1969-05-15,慕德家一夜 Ma nuit chez Maud,7705.0
3845,8.2, 美国,"['剧情', '家庭']", 英语,2009-06-26,姐姐的守护者 My Sister's Keeper,54398.0
3846,8.1, 英国 / 美国 / 德国 / 荷兰,['喜剧'], 英语,2007-07-19,葬礼上的死亡 Death at a Funeral,65774.0
3847,8.1, 美国,"['剧情', '动作', '运动']", 英语,1982-05-28,洛奇3 Rocky III,9980.0
3848,7.9, 中国台湾,['剧情'], 汉语普通话 / 英语 / 粤语,1995-09-11,少女小渔 少女小漁,28216.0
3849,7.9, 法国 / 比利时 / 加拿大,"['科幻', '动画', '冒险']", 法语,2015-11-04,阿薇尔与虚构世界 Avril et le monde truqué,13289.0
3851,7.8, 加拿大,"['喜剧', '恐怖']", 英语,2010-01-22,双宝斗恶魔 Tucker & Dale vs. Evil,32674.0
3852,7.7, 英国 / 美国,"['剧情', '惊悚', '传记']", 英语,2019-01-28,官方机密 Official Secrets,10655.0
3853,7.5, 美国,"['剧情', '爱情', '奇幻']", 英语,2017-01-22,鬼魅浮生 A Ghost Story,35885.0
3854,7.5, 美国,"['剧情', '动作', '科幻', '惊悚']", 英语,2002-12-06,撕裂的末日 Equilibrium,33778.0
3855,7.5, 印度 / 伊朗,"['剧情', '家庭']", 英语 / 印地语,2019-05-24,云端之上 Beyond the Clouds,8996.0
3856,7.3, 韩国,"['剧情', '惊悚', '犯罪']", 韩语,2011-09-29,委托人 의뢰인,17170.0
3857,7.2, 美国,"['喜剧', '犯罪']", 英语,2004-06-23,小姐好白 White Chicks,47503.0
3858,7.2, 中国香港,"['动作', '犯罪']", 粤语,1999-03-18,O记三合会档案,17281.0
3859,7.1, 韩国,"['喜剧', '爱情']", 韩语 / 英语,2004-04-02,我的小小新娘 어린신부,55544.0
3860,6.9, 美国 / 澳大利亚,"['剧情', '动作', '科幻', '恐怖', '犯罪']", 英语,2010-01-08,嗜血破晓 Daybreakers,33150.0
3861,6.6, 韩国,"['剧情', '恐怖']", 韩语,2003-08-01,女高怪谈3：狐狸阶梯 여고괴담 세 번째 이야기: 여우계단,26182.0
3862,6.4, 美国,"['喜剧', '动作', '科幻', '冒险']", 英语 / 西班牙语,2001-03-18,非常小特务 Spy Kids,13242.0
3863,6.2, 美国,"['喜剧', '科幻', '家庭', '冒险']", 英语 / 粤语,2005-07-29,超人高校 Sky High,19468.0
3864,8.4, 韩国,"['剧情', '家庭']", 韩语,2011-04-20,世上最美的离别 세상에서 가장 아름다운 이별,29186.0
3865,8.4, 法国 / 意大利,"['剧情', '悬疑', '惊悚', '犯罪']", 法语,1967-10-25,独行杀手 Le samouraï,16132.0
3866,8.0, 韩国,"['剧情', '爱情']", 韩语,1998-01-24,八月照相馆 8월의 크리스마스,52290.0
3867,8.0, 中国香港,['剧情'], 粤语,2002-03-14,男人四十,48035.0
3868,7.9, 日本,"['喜剧', '家庭']", 日语,2018-04-05,家族之苦3 妻よ薔薇のように 家族はつらいよIII,15289.0
3869,7.8, 法国 / 西德,"['剧情', '恐怖']", 英语,1981-05-25,着魔 Possession,21013.0
3870,7.8, 英国 / 美国 / 意大利,"['剧情', '喜剧', '悬疑']", 英语,2001-11-07,高斯福庄园 Gosford Park,14993.0
3871,7.8, 中国香港,['喜剧'], 粤语,1988-07-14,鸡同鸭讲 雞同鴨講,11053.0
3872,7.5, 中国大陆 / 中国香港,"['动作', '武侠', '古装']", 汉语普通话,2007-01-24,陆小凤传奇之绣花大盗,9664.0
3873,7.5, 智利,"['剧情', '同性']", 西班牙语,2019-10-07,要强的人 Los fuertes,5823.0
3874,7.4, 美国,"['剧情', '传记', '历史', '犯罪']", 英语,2009-06-18,公众之敌 Public Enemies,60145.0
3875,7.4, 美国,"['动作', '惊悚']", 英语 / 意大利语,2007-09-07,赶尽杀绝 Shoot 'Em Up,42527.0
3876,7.3, 西班牙,"['剧情', '科幻', '悬疑', '惊悚']", 西班牙语,2007-10-05,时空罪恶 Los cronocrímenes,30271.0
3877,7.3, 美国,"['剧情', '传记', '运动']", 英语,2014-05-19,狐狸猎手 Foxcatcher,21828.0
3878,7.2, 美国,"['惊悚', '恐怖']", 英语,1974-10-01,德州电锯杀人狂 The Texas Chain Saw Massacre,15991.0
3879,7.1, 中国大陆,['剧情'], 汉语普通话 / 内蒙古方言,2017-12-11,老兽,22113.0
3880,7.1, 法国 / 比利时,['剧情'], 法语,2017-05-22,编剧工坊 L'Atelier,1731.0
3881,6.8, 中国香港,"['剧情', '惊悚']", 粤语,1993-11-27,人皮灯笼 人皮燈籠,7505.0
3882,6.7, 美国,['喜剧'], 英语,2006-04-14,惊声尖笑4 Scary Movie 4,29334.0
3883,6.7, 日本,"['剧情', '科幻', '灾难']", 日语 / 英语,2016-07-29,新哥斯拉 シン・ゴジラ,35081.0
3884,6.7, 美国,"['惊悚', '恐怖']", 英语,2012-10-12,险恶 Sinister,17996.0
3885,6.6, 中国大陆 / 中国香港 / 美国,"['剧情', '动作', '武侠', '古装']", 汉语普通话 / 日语,2003-09-23,天地英雄,27193.0
3886,6.4, 英国 / 比利时,"['动作', '惊悚']", 英语,2019-07-21,好人难寻 A Good Woman Is Hard to Find,2392.0
3887,6.3, 美国 / 澳大利亚,"['喜剧', '奇幻', '冒险']", 英语,2015-10-16,鸡皮疙瘩 Goosebumps,17761.0
3888,4.6, 美国,"['悬疑', '恐怖']", 英语,2020-01-03,新咒怨(美版) The Grudge,5200.0
3889,3.9, 中国大陆 / 中国香港,"['喜剧', '古装']", 汉语普通话 / 粤语,2010-07-08,唐伯虎点秋香2之四大才子,29754.0
3890,3.7, 中国大陆,"['喜剧', '爱情']", 汉语普通话,2017-05-27,临时演员,7095.0
3891,8.6, 法国 / 英国 / 美国,"['剧情', '传记', '冒险']", 英语,1999-05-21,史崔特先生的故事 The Straight Story,18967.0
3892,8.5, 美国,"['惊悚', '犯罪', '黑色电影']", 英语,1944-07-03,双重赔偿 Double Indemnity,23590.0
3893,8.5, 美国,"['喜剧', '科幻', '动画', '家庭', '冒险']", 英语,2003-08-25,星际宝贝史迪奇 Stitch! The Movie,6652.0
3894,8.4, 日本,"['剧情', '科幻', '家庭', '奇幻', '冒险']", 日语,2008-09-13,大决战！超奥特曼八兄弟 大決戦！超ウルトラ8兄弟,6932.0
3895,8.3, 日本,"['剧情', '喜剧', '动作', '爱情']", 日语,2008-11-29,爱的曝光 愛のむきだし,23875.0
3896,8.3, 美国,"['剧情', '传记', '运动']", 英语,2015-02-20,"麦克法兰 McFarland, USA",19978.0
3897,8.1, 中国大陆,"['剧情', '喜剧', '同性']", 晋语,2011-12-14,光棍儿,33339.0
3898,8.0, 美国,"['剧情', '音乐']", 英语,2000-09-13,几近成名 Almost Famous,24177.0
3899,8.0, 日本,['动画'], 日语,2013-03-09,哆啦A梦：大雄的秘密道具博物馆 ドラえもん のび太のひみつ道具博物館,11221.0
3900,7.8, 中国大陆,"['剧情', '音乐']", 汉语普通话,2002-09-20,和你在一起,38692.0
3901,7.8, 新西兰,"['喜剧', '恐怖']", 英语 / 西班牙语,1992-08-13,群尸玩过界 Braindead,27288.0
3902,7.6, 英国 / 法国,"['剧情', '传记', '历史']", 英语,2013-03-08,铁娘子：坚固柔情 The Iron Lady,64912.0
3903,7.6, 美国,"['动画', '家庭', '奇幻']", 英语,2008-08-26,小美人鱼3：爱丽儿的起源 The Little Mermaid: Ariel's Beginning,5722.0
3904,7.5, 中国香港,"['喜剧', '动作', '犯罪', '武侠', '古装']", 粤语,1993-09-03,少年黄飞鸿之铁马骝 少年黃飛鴻之鐵馬骝,16668.0
3905,7.4, 中国大陆 / 中国香港 / 日本,['剧情'], 汉语普通话 / 四川话 / 上海话 / 东北话,2009-06-03,二十四城记,33328.0
3906,7.4, 中国香港 / 韩国 / 泰国,"['爱情', '悬疑', '恐怖', '奇幻']", 韩语 / 英语 / 汉语普通话 / 泰语 / 粤语,2002-08-15,三更,23007.0
3907,7.1, 美国,"['剧情', '家庭', '奇幻']", 英语,2011-05-16,生命之树 The Tree of Life,37992.0
3908,7.1, 中国香港,"['喜剧', '动作', '犯罪']", 粤语 / 英语,1988-06-23,霹雳先锋 霹靂先鋒,10932.0
3909,7.1, 中国香港,"['剧情', '动作', '犯罪']", 粤语,1993-06-24,重案组 重案組,9856.0
3910,6.9, 日本,"['剧情', '悬疑']", 日语,2017-09-07,她不知道名字的那些鸟儿 彼女がその名を知らない鳥たち,17592.0
3911,6.8, 西班牙 / 加拿大,['恐怖'], 英语,2013-01-18,妈妈 Mama,28493.0
3912,6.8, 俄罗斯,"['剧情', '爱情', '运动']", 俄语,2018-03-30,花滑女王 Лёд,16010.0
3913,6.8, 韩国,"['动作', '犯罪']", 韩语,2014-07-03,神之一手 신의 한 수,11889.0
3914,6.6, 中国香港,"['剧情', '爱情']", 粤语,1992-02-20,赌城大亨之新哥传奇 賭城大亨之新哥傳奇,6776.0
3915,6.5, 中国香港,"['剧情', '恐怖']", 粤语 / 汉语普通话,2015-11-26,陀地驱魔人 陀地驅魔人,30522.0
3916,6.1, 美国,"['动作', '科幻', '惊悚']", 英语 / 法语,2011-02-26,关键第四号 I Am Number Four,62764.0
3917,5.9, 中国香港,"['剧情', '喜剧', '爱情', '奇幻']", 粤语,2002-02-07,嫁个有钱人 嫁個有錢人,47611.0
3919,5.9, 日本,"['喜剧', '爱情']", 日语,2020,辉夜大小姐想让我告白：天才们的恋爱头脑战 かぐや様は告らせたい〜天才たちの恋愛頭脳戦〜,2983.0
3920,5.7, 中国大陆,"['悬疑', '惊悚', '恐怖']", 汉语普通话,2020-01-20,夺皮,1249.0
3921,5.3, 美国,"['喜剧', '动作', '冒险']", 英语 / 藏语 / 德语,2003-04-16,防弹武僧 Bulletproof Monk,19943.0
3922,5.1, 中国香港 / 中国大陆,"['喜剧', '爱情']", 汉语普通话 / 粤语,2014-08-21,临时同居 失戀急讓,33721.0
3923,3.5, 中国大陆 / 中国香港,"['动作', '战争', '武侠', '古装']", 汉语普通话 / 粤语,2011-11-18,杨门女将之军令如山,21956.0
3924,8.9, 美国,"['动画', '音乐', '奇幻']", 英语,1940-11-13,幻想曲 Fantasia,12931.0
3925,8.8, 苏联,"['剧情', '科幻', '悬疑']", 俄语,1979-05,潜行者 Сталкер,15279.0
3926,8.3, 美国,"['剧情', '犯罪']", 英语,2007-01-19,美国田园下的罪恶 An American Crime,36020.0
3927,8.3, 英国 / 美国,"['剧情', '爱情']", 英语 / 波兰语 / 德语 / 法语 / 俄语,1982-12-08,苏菲的抉择 Sophie's Choice,15917.0
3928,8.2, 美国,"['剧情', '喜剧']", 英语 / 希伯来语,1989-12-13,为黛西小姐开车 Driving Miss Daisy,26509.0
3929,8.1, 法国,"['剧情', '爱情']", 法语,1991-10-16,新桥恋人 Les amants du Pont-Neuf,36947.0
3930,8.1, 日本,"['喜剧', '家庭']", 日语,2016-03-12,家族之苦 家族はつらいよ,41570.0
3931,7.8, 法国,"['剧情', '爱情', '同性']", 法语,2018-05-10,"喜欢，轻吻，快跑 Plaire, aimer et courir vite",20648.0
3932,7.6, 韩国,"['剧情', '犯罪']", 韩语,2014-07-10,好朋友们 좋은 친구들,21957.0
3933,7.5, 中国香港,"['喜剧', '爱情']", 粤语,1995-09-28,呆佬拜寿 呆佬拜壽,27416.0
3934,7.5, 中国香港,"['剧情', '动作']", 粤语 / 普通话,2004-07-08,柔道龙虎榜,25112.0
3935,7.4, 美国,"['剧情', '爱情']", 英语,2019-03-15,五尺天涯 Five Feet Apart,30552.0
3936,7.2, 美国 / 德国,"['动作', '悬疑', '惊悚']", 英语,2008-09-26,鹰眼 Eagle Eye,43201.0
3937,7.2, 法国,"['悬疑', '恐怖']", 英语,2003-03-18,死路 Dead End,16980.0
3938,7.1, 美国,"['喜剧', '犯罪']", 英语,2017-08-18,神偷联盟 Logan Lucky,30736.0
3939,7.1, 比利时 / 法国 / 瑞士 / 中国大陆,['剧情'], 法语 / 汉语普通话,2017-10-16,下海,9239.0
3940,7.0, 中国香港,['惊悚'], 粤语,1999-10-15,龙在边缘 龍在邊緣,12894.0
3941,6.9, 美国,"['喜剧', '西部']", 英语,2014-05-30,死在西部的一百万种方式 A Million Ways to Die in the West,43043.0
3942,6.7, 美国,"['喜剧', '恐怖']", 英语,2017-10-13,辣手保姆 The Babysitter,17344.0
3943,6.6, 中国大陆,"['剧情', '悬疑', '犯罪']", 汉语普通话,2016-10-14,黑处有什么,34738.0
3944,6.6, 中国大陆,"['剧情', '悬疑', '犯罪']", 汉语普通话,2018-05-18,罪途3之正义规则,11497.0
3945,6.5, 中国香港,"['剧情', '喜剧', '爱情']", 粤语 / 英语 / 日语,2003-03-13,下一站…天后,29533.0
3946,6.5, 中国香港,"['喜剧', '动作', '爱情']", 粤语,1991-03-07,赌霸 賭霸,11337.0
3947,6.4, 韩国,"['剧情', '动作']", 韩语,2017-05-21,恶女 악녀,14804.0
3948,6.2, 中国大陆,"['剧情', '爱情']", 汉语普通话,2003-08-18,绿茶,33835.0
3949,6.1, 中国香港,['喜剧'], 粤语,2000-01-26,赌圣3：无名小子 賭聖3無名小子,5981.0
3950,5.6, 印度,['恐怖'], 印地语,2020-06-24,童养媳之谜 Bulbbul,208.0
3951,8.9, 日本,['剧情'], 日语,1974-12-28,死者田园祭 田園に死す,11284.0
3952,8.6, 日本,"['动作', '动画', '犯罪', '冒险']", 日语,2006-12-23,恶童 鉄コン筋クリート,57873.0
3954,8.4, 日本,"['喜剧', '家庭']", 日语,2017-02-10,家族之苦2 家族はつらいよ2,25991.0
3955,8.4, 英国,"['剧情', '悬疑', '犯罪']", 英语,2004-04-12,尼罗河上的惨案 Poirot: Death on the Nile,15209.0
3956,8.0, 意大利 / 法国,['剧情'], 意大利语 / 土耳其语,1964-10-29,红色沙漠 Il deserto rosso,12565.0
3957,7.9, 中国香港,"['剧情', '爱情']", 英语 / 汉语普通话 / 粤语,1998-10-28,玻璃之城,59195.0
3958,7.9, 美国,"['剧情', '犯罪']", 英语,2018-09-07,你给的仇恨 The Hate U Give,9862.0
3959,7.8, 中国大陆,['动画'], 汉语普通话 / 英语,2016-08-19,精灵王座,9897.0
3960,7.6, 美国,"['剧情', '悬疑']", 英语 / 阿拉伯语 / 法语,1956-06-01,擒凶记 The Man Who Knew Too Much,12639.0
3961,7.4, 日本,['爱情'], 日语,2018-11-09,只有爱能让我生存 生きてるだけで、愛。,6784.0
3962,7.2, 越南,"['剧情', '同性', '戏曲']", 越南语,2018-08-17,双郎 Song Lang,703.0
3963,7.1, 美国,"['喜剧', '动画', '冒险']", 英语,2005-04-29,鲨鱼黑帮 Shark Tale,39028.0
3964,7.1, 美国,"['剧情', '动作', '惊悚']", 英语 / 阿拉伯语,2008-10-10,谎言之躯 Body of Lies,25457.0
3965,7.0, 美国,"['动作', '西部', '冒险']", 英语 / 西班牙语,2005-10-28,佐罗传奇 The Legend of Zorro,27470.0
3966,6.9, 美国,"['剧情', '悬疑', '惊悚', '犯罪']", 英语,2018-09-27,皇家酒店谋杀案 Bad Times at the El Royale,25923.0
3968,6.6, 中国台湾,"['剧情', '动作', '犯罪']", 汉语普通话 / 闽南语,2018-02-15,角头2：王者再起 角頭2：王者再起,6949.0
3969,6.5, 中国大陆,['剧情'], 汉语普通话,2014-11-16,少女哪吒,16216.0
3970,6.3, 美国,"['悬疑', '恐怖', '犯罪']", 英语,2000-02-04,惊声尖叫3 Scream 3,14148.0
3971,6.1, 德国 / 美国,"['动作', '恐怖', '奇幻']", 英语,2013-01-25,韩赛尔与格蕾特：女巫猎人 Hansel and Gretel: Witch Hunters,20024.0
3972,5.9, 韩国,['恐怖'], 韩语,2019-08-21,变身 변신,6628.0
3973,5.5, 美国,"['动作', '惊悚']", 英语,2020-06-05,我不好惹 Becky,1292.0
3974,4.0, 中国大陆,"['喜剧', '家庭']", 汉语普通话 / 韩语 / 英语,2015-02-19,爸爸的假期,13661.0
3975,4.0, 中国大陆,"['喜剧', '爱情']", 汉语普通话,2014-08-15,好命先生,11144.0
3976,3.8, 中国大陆 / 中国香港,"['喜剧', '动作', '冒险']", 汉语普通话,2012-07-06,大武当之天地密码,27539.0
3977,8.6, 英国 / 美国 / 法国 / 意大利,"['剧情', '传记']", 英语,1992-12-18,卓别林 Chaplin,11256.0
3978,8.6, 德国 / 俄罗斯 / 乌克兰,"['剧情', '战争']", 德语 / 英语 / 俄语,2011-09-29,五月的四天 4 Tage im Mai,6560.0
3979,8.5, 日本,['剧情'], 日语,2015-10-31,为你取名的那一天 犬に名前をつける日,7833.0
3980,8.4, 法国,"['剧情', '爱情']", 法语,1972-09-01,午后之爱 L'amour l'après-midi,9371.0
3981,8.2, 英国,"['喜剧', '惊悚', '犯罪']", 英语,2006-12-01,微不足道 Big Nothing,45140.0
3982,8.2, 中国香港,"['剧情', '喜剧', '爱情']", 粤语,1989-12-21,八两金 八両金,7942.0
3983,8.1, 中国台湾,"['动作', '冒险', '武侠', '古装']", 汉语普通话,1967-10-21,龙门客栈 龍門客棧,11765.0
3984,8.1, 中国台湾,"['剧情', '犯罪']", 汉语普通话 / 闽南语,1996-05-13,南国再见，南国 南國再見，南國,11490.0
3985,7.9, 中国大陆,['剧情'], 汉语普通话,2019-10-06,我的喜马拉雅,2446.0
3986,7.6, 美国,"['剧情', '爱情']", 英语 / 法语,1998-01-30,远大前程 Great Expectations,12938.0
3987,7.5, 美国 / 德国,"['动作', '爱情', '西部', '冒险']", 英语,1998-07-17,佐罗的面具 The Mask of Zorro,23201.0
3988,7.4, 美国,"['剧情', '爱情']", 英语,1993-04-07,桃色交易 Indecent Proposal,13688.0
3989,7.3, 日本,['动画'], 日语,2016-07-22,哆啦A梦：新·大雄的日本诞生 ドラえもん 新・のび太の日本誕生,36866.0
3990,7.3, 美国,"['喜剧', '恐怖']", 英语,2009-09-26,亡灵 The Revenant,20687.0
3991,7.2, 中国大陆,"['剧情', '动作', '武侠', '古装']", 汉语普通话,2012-02-24,倭寇的踪迹,25396.0
3992,7.2, 哥伦比亚 / 阿根廷 / 荷兰 / 德国 / 瑞典 / 乌拉圭 / 美国 / 瑞士 / 丹麦 / 法国,"['剧情', '惊悚', '冒险']", 西班牙语 / 英语,2019-01-26,猴子 Monos,10225.0
3993,6.8, 美国,"['惊悚', '恐怖']", 英语,2011-09-10,你是下一个 You're Next,16812.0
3994,5.8, 日本,"['爱情', '情色']", 日语,2018-04-06,娼年,14195.0
3995,9.0, 美国,"['喜剧', '奇幻']", 英语 / 德语,1983-07-15,西力传 Zelig,14738.0
3996,8.8, 美国 / 法国,"['剧情', '悬疑', '惊悚', '传记', '历史']", 英语,1991-12-20,刺杀肯尼迪 JFK,26263.0
3997,8.5, 日本,"['动作', '动画', '冒险']", 日语,2007-09-29,异邦人：无皇刃谭 ストレンヂア 無皇刃譚,22468.0
