电影名称,评论人,评论时间,评论内容,location,有用
铁道飞虎 短评,侃侃,2016/10/30,成龙大哥和丁晟导演的作品值得期待～王凯在电视剧里的表现可圈可点，不知在大荧幕上怎样～有点期待！,,1
铁道飞虎 短评,Lj_lucy,2016/10/30,还没看，期待，成龙的电影一定会去影院支持！！还想说：黑子真TM多！,,0
铁道飞虎 短评,elpayaso,2016/10/30,期待王凱的表現,,1
铁道飞虎 短评,wkfr,2016/10/30,支持王凯，期待成龙大哥的最新动作片,,1
盗墓笔记 短评,酱,2015/9/29,期待张起灵。,,0
盗墓笔记 短评,袁亦禾,2015/9/29,看见撕番位撕成这样也是醉了，不过为了看看傻狍子就忍了。,,0
盗墓笔记 短评,思之如狂,2015/9/29,看了影评，应该是部烂片，可是喜欢盗墓题材还是会去看的，今天没买到票，只有明天去看了，希望能看得下去,,0
盗墓笔记 短评, 哥是双眼皮哦！,2015/9/29,其实我心中的吴邪是吴亦凡,,0
盗墓笔记 短评,Sapphire Wu,2015/9/29,听说槽点很多，反而有点想围观sb了…,上海,0
碟中谍4 短评,Cream,2012/2/9,当年的那个魅。惑。狂。狷。吸血鬼莱斯特迷死我了！,上海,0
碟中谍4 短评,小刘太郎,2012/2/9,Mission Impossible，又见阿汤哥,上海,0
盗墓笔记 短评,浅墨低吟,2015/9/29,小哥我只服杨洋,,0
盗墓笔记 短评,feelis,2015/9/29,省省吧，给国家省点好剧本吧,,0
碟中谍4 短评,virgin。。,2012/2/9,141129.。,北京,0
盗墓笔记 短评,夏子棠,2015/9/29,我只能说小狍子你长得那么呆萌漂亮，实在有点不符合屌丝男吴邪啊～ 话说真的非常期待啊～,,0
碟中谍4 短评,[已注销],2012/2/9,每一部好看的戏加在一起就那么几分钟，但就是喜欢这几分钟的震撼,,0
盗墓笔记 短评,天可眠人,2015/9/29,不会流产吧。。。三叔不是说卖版权给米国人了么。。,,0
碟中谍4 短评,Alucard,2012/2/9,牛X。。无论是取景还是配乐！从克里姆林宫到迪拜的哈利法塔，以至于最后在孟买的酒店。。每一处细节都处理的相当到位。。场面宏大，对白精巧，故事扣人心弦，看得手心发汗！！！！可以称得上是年度最佳影片！,北京,0
超凡蜘蛛侠 短评,[已注销],2012/5/5,这个也拍前传了么,,0
超凡蜘蛛侠 短评,达卡の地,2012/5/5,mark一下，等着8月30号,,0
碟中谍4 短评,fan's,2012/2/9,快来吧，快来吧～！！ 还有BMW i8 ，我已经等不及啦～！！！！！,上海,0
碟中谍4 短评,逸沧,2012/2/9,电影院里不能错过的好片,上海,0
盗墓笔记 短评,Sufferer,2015/9/29,只求瓶邪靠谱。,上海,0
超凡蜘蛛侠 短评,yvvvff,2012/5/5,不知道你会不会喜欢。,"Lancaster, United Kingdom",0
碟中谍4 短评,allabouttime,2012/2/9,听说阿汤哥50+还是很有诚意很有激情啊超想围观,,0
超凡蜘蛛侠 短评,[已注销],2012/5/5,一直被叫做《新蜘蛛侠》的《蜘蛛侠》前传现在终于有了确定的片名：《神奇蜘蛛侠》（The Amazing Spider-Man）。,,
"　　《神奇蜘蛛侠》正是蜘蛛侠系列漫画中最早问世同时也是延续时间最久的一部：1962年，斯坦·李创造了蜘蛛侠这个角色，当时蜘蛛侠出现在《神奇的幻想》这本漫画中，后来因为蜘蛛侠形象一""",,0,,,
超凡蜘蛛侠 短评,I'm David,2012/5/5,新版蜘蛛丝再不是无线乱射了，这算是忠于原著吧，也可能是称作超凡的地方。。。这不是续集，这是新！#The Amazing Spider-Man#,,0
超凡蜘蛛侠 短评,尚熊,2012/5/5,绝对绝对我的最爱，前三部曲虽然让网友批的是“漏洞百出”，依然抵不上我对蜘蛛侠系列的热爱。这次的故事回到了高中，回到了青春期，虽然没有办法超越前作，可看了预告片，依旧让人热血沸腾。,,0
碟中谍4 短评,kneelforme,2012/2/9,汤叔都50了还这么能折腾…… 杰瑞米真可爱><,海南三亚,0
碟中谍4 短评,皘櫶霻,2012/2/9,咦 还不错哟,北京,0
碟中谍4 短评,蒙,2012/2/9,---恩~无意中点击了一盗版的汤哥新电影，感觉还不错....准备前去电影院。,,0
盗墓笔记 短评,2630103,2015/9/29,hi,,0
盗墓笔记 短评,默守花开,2015/9/29,只有一个原因，媳妇想看。。。,,0
碟中谍4 短评,benstef,2012/2/9,等着和君君看，可是心里一堆的事儿,湖北孝感,0
超凡蜘蛛侠 短评,PARA,2012/5/5,2012..你妈..,湖北荆州,0
超凡蜘蛛侠 短评,橘芮_,2012/5/5,对于新男主期待···,,0
超凡蜘蛛侠 短评,Junguang Yao,2012/5/5,又应该是狗血剧情,,0
碟中谍4 短评,Von.,2012/2/9,今天看到那神马预告了！！！！！！！不是29号么= =。还是我记错了。今天7-2号= =。,"Vancouver, Canada",0
盗墓笔记 短评,少女无端。,2015/9/29,还没看 但是先看了短评 觉得里面好多水军的样子,北京,0
碟中谍4 短评,tomo,2012/2/9,亲亲 错过你而去看那什么3d火焰摩托车 真是败笔呀败笔 羞,,0
盗墓笔记 短评,冲田十四,2015/9/29,16年。。,福建厦门,0
盗墓笔记 短评,自负当年林下意,2015/9/29,烂片之王李仁港，值得堪忧啊。,,0
超凡蜘蛛侠 短评,[已注销],2012/5/5,没错儿，我就是二十多岁了，还想看蜘蛛侠！,,0
盗墓笔记 短评,「呆子」,2015/9/29,电影看看和网剧的区别,,0
碟中谍4 短评,半卷,2012/2/9,我为了阿汤哥我不求别的了好吗！为了阿汤哥就算被麻麻弄出来弄死了也不怕了好吗！凭什么我寒假看的就是《那些年》啊！我要靓汤！,江苏南京,0
盗墓笔记 短评,杳杳,2015/9/29,应该不错,,0
盗墓笔记 短评,羊肠小道,2015/9/29,上次看还5分，今天就只有4点几了，更加坚定了我不去看德信心,,0
盗墓笔记 短评,未知的错误,2015/9/29,烂，但不是一星,,0
超凡蜘蛛侠 短评,馋嘴的鱼,2012/5/5,瘦版的蜘蛛侠有什么不一样呢,北京,0
盗墓笔记 短评,上官,2015/9/29,因为是屋里小井演的，哈哈哈，想看,,0
超凡蜘蛛侠 短评,[已注销],2012/5/5,Toby和邓斯特不出演男女主了呢，小桑心...,,0
碟中谍4 短评,Mihaw丶,2012/2/9,我只是单纯喜欢帅哥、兜帽、间谍、开挂和动作片而已，一猜这样的主旋律救世主片就是美利坚出品。,,0
超凡蜘蛛侠 短评,林小坏℃,2012/5/5,坐等~！,浙江湖州,0
超凡蜘蛛侠 短评,乌列,2012/5/5,啊啊啊加菲我的小宝贝儿！！！！我等你等的心肝儿都痛！,,0
超凡蜘蛛侠 短评,爱是玮依,2012/5/5,至少冲着帅气的男主角也要去看一下,,0
碟中谍4 短评,thewood,2012/2/9,明明前几部统统都没看过，却莫名的想把这个看掉，虽然对阿汤哥不感冒，但都说这部片子很好看，唯一的问题是没人陪我去看,辽宁大连,0
超凡蜘蛛侠 短评,贝壳,2012/5/5,FAVOURATE FOREVER SPIDERMAN!!!,云南昆明,0
碟中谍4 短评,summerweim,2012/2/9,已经下了这片，只等有空衔可乐瓜子等一同欣赏了,北京,0
铁道飞虎 短评,礼和么,2016/12/16,好奇,,1
超凡蜘蛛侠 短评,艾斯特,2012/5/5,就算这种超级英雄的电影情节用脚趾头都可以想得到 但是男女猪脚真的都是我的菜 所以超级无敌想看啊,,0
超凡蜘蛛侠 短评,snowbaby      ,2012/5/5,超想看，狂想看，超爱超爱安德鲁，不过确实觉得艾玛斯通不合我口味哇……反正就是我2012最期待的一部电影了，花痴ING……,,0
超凡蜘蛛侠 短评,盖伊的誓约,2012/5/5,这部值得去电影院看,,0
超凡蜘蛛侠 短评,[已注销],2012/5/5,。。本来吵吵着要看要看   后来又听说电影一般   没兴趣了,,0
铁道飞虎 短评,看剧的番茄,2016/12/16,因为王凯参演啊，和成龙合作很期待嘛,,1
铁道飞虎 短评,伊听幽,2016/12/16,期待黄子韬,,1
碟中谍4 短评,微子,2012/2/9,哟预告片里的阿汤哥可是一点没显老啊,"München, Germany",0
铁道飞虎 短评,一只小狮子12,2016/12/16,小时候跟着爸妈看了不少成龙的电影，感觉成龙的应该很值得期待一下～丁导很好，王凯也是演技派。。还是有期待的～到时候看看～,,7
铁道飞虎 短评,跪求茨木爸爸,2016/12/16,成龙大哥的新电影，很期待,,1
铁道飞虎 短评,煮男,2016/12/16,水军这他妈的多,,0
铁道飞虎 短评,欢颜,2016/12/16,铁道飞虎，成龙大哥的电影啊,,0
铁道飞虎 短评,执笔书生,2016/12/16,为什么看到wuli涛涛我就想笑呢？好吧！这是喜剧，龙叔，加油！！！,,0
铁道飞虎 短评,杨,2016/12/16,想看，喜欢王凯，尊敬成龙大哥，喜欢的人和尊敬的人一起拍电影，太期待了！,,7
铁道飞虎 短评,烂豆子,2016/12/16,从小喜欢这个故事！,上海,2
铁道飞虎 短评,兮兮兮二少,2016/12/16,想看王凯！期待精彩表现！,,0
铁道飞虎 短评,凉笑,2016/12/16,喜剧,,0
碟中谍4 短评,菜团子,2012/2/9,好想看西蒙佩吉啊啊啊！！,天津,0
铁道飞虎 短评,我就是我,2016/12/16,期待1216！,,0
铁道飞虎 短评,攀爬←蜗牛,2016/12/16,看了预告，这部剧还有点幽默，演员阵容也不错，更何况还有成龙大哥和丁晟导演，期待12月16上映,,0
铁道飞虎 短评,云青,2016/12/16,因为有王凯，必须捧场～期待我们的神枪手范川,,6
铁道飞虎 短评,只谈心不贪心,2016/12/16,我就想问问好看么,,0
铁道飞虎 短评,米Teddy,2016/12/16,因为王凯所以想看看，预告片还不错，想知道王凯演喜剧会有什么效果,,7
铁道飞虎 短评,siren0818,2016/12/16,很期待這個題材，還有成龍和王凱。,,1
铁道飞虎 短评,莉挽狂澜,2016/12/16,支持王凯，期待成龙大哥的作品~\(≧▽≦)/~,,1
铁道飞虎 短评,甜甜圈的大叔,2016/12/16,有时间看,,0
盗墓笔记 短评,Nonkul,2014/6/25,不要把它毁了！！！,重庆,0
盗墓笔记 短评,Aper李橙橙,2014/6/25,。,,0
盗墓笔记 短评,帕瓦落地哦,2014/6/25,电视剧太渣了，想看看电影版的,,0
盗墓笔记 短评,喵～^_^,2014/6/25,两个男神，光脸我就觉得很赞，期待期待,,0
盗墓笔记 短评,王般若,2014/6/25,就算评分很低也想看怎么办＝ ＝,上海,0
盗墓笔记 短评,_Phenomenon,2014/6/25,李仁港的戏，不管什么年代设定，好像服装造型都一个路子，有点尴尬,江苏淮安,0
盗墓笔记 短评,8宅,2014/6/25,看了一下预告，感觉会是又一个九层妖塔。,,0
盗墓笔记 短评,Azrael,2014/6/25,大家脸都一样黑，挺好。,,0
盗墓笔记 短评,最美不过旧时光,2014/6/25,也许演员不会让所有人满意，觉得他们太年轻，但是你们有没有想过，老戏骨也有年轻的时候，而你们出入社会在老一辈眼里也只是什么都不懂的后辈，他们也可以选择像你们不相信年轻演员一样不相信你们，一昧的打击你们，阻断你们发展的机会，用流言攻击你们，你们可否觉得公平？这次的两位主演虽不敢说演技,,0
盗墓笔记 短评,tianjie_gs,2014/6/25,李仁港的片子，没看过有高分的，看造型这部也不例外,,0
盗墓笔记 短评,Sobremesa,2014/6/25,必然想看。其实我本来没想打CP标签，无奈隔壁逆西皮太没下限。,,0
碟中谍4 短评,咖啡逗²,2012/2/20,谁陪我看？,北京,0
碟中谍4 短评,微子,2012/2/20,哟预告片里的阿汤哥可是一点没显老啊,"München, Germany",0
超级战舰 短评,書衣偵探華斯比,2011/12/16,看过预告片，相当期待！看看能否超越《独立日》，希望不要想《洛杉矶之战》那样坑爹！,江苏扬州,0
盗墓笔记 短评,Molly,2014/6/25,想看高颜值明星～,,0
碟中谍4 短评,菜团子,2012/2/20,好想看西蒙佩吉啊啊啊！！,天津,0
盗墓笔记 短评,金角大王,2014/6/25,期待鹿晗,,0
超级战舰 短评,Karno,2011/12/16,尼瑪的北美上映日期竟然比天朝的晚一個月。。。沒事回國再看！！！,"Helsinki (Helsingfors), Finland",0
超级战舰 短评,bluesquall,2011/12/16,梦幻天堂·龙网(killman.net).720p.超级战舰,北京,0
碟中谍4 短评,五月汀草,2012/2/20,I want to see Tom Cruise!!!!!,,0
超级战舰 短评,YourCrazyExGal,2011/12/16,后天去看师叔。,"Kāthmāndau, Nepal",0
盗墓笔记 短评,半坡暖阳,2014/6/25,井柏然和鹿晗我都爱！,,0
碟中谍4 短评,呆逼神助,2012/2/20,如果2012年世界真末日了 我想影迷最幸福啦 这年值得期待的片子这么多 看够再挂也值了 哈哈,,0
盗墓笔记 短评,糕洋卸屠支,2014/6/25,只希望三叔亲自操刀了，能拍得接近原著点,,0
碟中谍4 短评,Neckau,2012/2/20,最近几日看去，求组团。,北京,0
超级战舰 短评,地球包围外星人,2011/12/16,为了这个影评http://movie.douban.com/review/5400095/,上海,0
碟中谍4 短评,小新子O'Bright,2012/2/20,视觉系的精彩的电影我都爱，何况还有靓汤和可爱的佩吉在…,,0
盗墓笔记 短评,周雨女朋友,2014/6/25,嘛蛋，这得等好久啊！！！！！！！,澳门,0
超级战舰 短评,Kreuzberg,2011/12/16,日日好美丽= =,"San Francisco Bay Area, United States",0
超级战舰 短评,朔风,2011/12/16,久违的大舰巨炮主义电影？,,0
碟中谍4 短评,米饭,2012/2/20,trailer还不错看，阿汤哥风采不减当年啧啧,北京,0
盗墓笔记 短评,kiko,2014/6/25,还能说什么呢，你俩赶紧结婚吧……,天津,0
盗墓笔记 短评,旦暮。,2014/6/25,小哥太丑，台词太恶心人，不看了。这一切太可怕了,,0
盗墓笔记 短评,嘻嘻嘻园,2014/6/25,看过小说，小说写的真是激情澎湃啊。不信八部小说几百万字，两个小时就都能表达完。但还是期待吧。,,0
盗墓笔记 短评,鬼怪kmhm,2014/6/25,这造型简直惊悚！,,0
超级战舰 短评,小晨,2011/12/16,Alex，你懂的,"Reykjavík, Iceland",0
碟中谍4 短评,楊小y,2012/2/20,saw the trailer!!! reli wanna watch this one!!!,北京,0
碟中谍4 短评,夏陌,2012/2/20,我也要看啦！(=^ ^=),"Melbourne, Australia",0
碟中谍4 短评,lei,2012/2/20,去年的fast five 今年的碟中谍 续集中的战斗机,,0
碟中谍4 短评,暴小暴,2012/2/20,为了汤姆克鲁斯~~哈哈哈~,,0
超级战舰 短评,卫薇子603,2011/12/16,四哥！我要看四哥！,上海,0
碟中谍4 短评,Jessica招财猫,2012/2/20,阿汤哥又一力作……据说评价很高啊，想看想看~\(≧▽≦)/~,"Sydney, Australia",0
铁道飞虎 短评,咛咛咛,2016/5/19,想看黄子韬,,0
碟中谍4 短评,方苓,2012/2/20,汤哥50岁徒手爬迪拜塔，只为这一段就应该看拉…,,0
超级战舰 短评,白十一,2011/12/16,可能是最好的米军征兵广告……我泥马好久没这么热血沸腾过了……,天津,0
铁道飞虎 短评,心愿-明月,2016/5/19,王凯的第三部电影作品，期待中。。。,,6
碟中谍4 短评,萌小萌,2012/2/20,全哈尔滨上映的都是中文配音的！中文配音的！中文配音的！中文配音的！！！！！！！！！！辣尼马！！！！！,上海,0
铁道飞虎 短评,愤怒的小果冻,2016/5/19,这搭配也是醉了...,,0
碟中谍4 短评,Timwed Zhang,2012/2/20,超级阿汤只有在碟中谍里才是最棒的！期待2011的第四部！,天津,0
碟中谍4 短评,我俩WeTwo,2012/2/20,第一次到电影院看的不知道是几，就是在上海拍的那部…,,0
铁道飞虎 短评,豆瓣酱,2016/5/19,抗日奇侠传,上海,0
铁道飞虎 短评,funfun,2016/5/19,期待荧屏上的kk,,1
碟中谍4 短评,baiya,2012/2/20,老大明天回学校，我只能快点找出此片来默对阿汤哥的靓相了。,重庆,0
铁道飞虎 短评,寻找未知的布丁,2016/5/19,想看看丁导如何诠释老片,,0
超级战舰 短评,#NAME?,2011/12/16,“老晃2012-04-15,,
"其实，我想看到的，是外星人彻底消灭了美国海军和日本海上自卫队之后在香港登陆，而后深入内地，但意外饮用蒙牛牛奶，全军覆灭的故事……”""",广东深圳,0,,,
碟中谍4 短评,Mr K,2012/2/20,想看高清的了,江苏徐州,0
铁道飞虎 短评,李白他哥,2016/5/19,#龙迷看铁道飞虎# 贺岁档首选《铁道飞虎》的五个理由：1、成龙功夫喜剧；2、老戏骨+实力派明星+当红炸子鸡的化学效应；3、经典红色故事；4、史上最屌火车；5、丁晟的写实风格与超现实主义理念的完美结合,天津,32
铁道飞虎 短评,CKo,2016/5/19,黄子韬,,0
碟中谍4 短评,麥酥味陽光,2012/2/20,这么好评  我下星期看,,0
铁道飞虎 短评,积土成山,2016/5/19,看看,,0
铁道飞虎 短评,辛丑乙未,2016/5/19,期待,,0
铁道飞虎 短评,前进的23333,2016/5/19,成龙大哥的电影一直陪伴我们成长，这次跟是加盟了实力派演员王凯，当然很期待,,1
超级战舰 短评,松枝君,2011/12/16,对不起，我只是觉得浅野忠信比较帅而已。,广东深圳,0
铁道飞虎 短评,siren818,2016/5/19,題材感覺不錯，成龍的電影向來品質穩定，雖然用了韓系小鮮肉讓人不太理解，不過還有王凱和成龍兩位可期待。,,1
超级战舰 短评,已注销,2011/12/16,澄澄说10 times better than avengers,"Los Angeles, United States",0
铁道飞虎 短评,蓝桥春雪,2016/5/19,我等了好久(✪▽✪)今年夏天的电影真是一言难尽，等冬天吧,,0
铁道飞虎 短评,哎呦哎呦我滴妈,2016/5/19,贺岁档必须约成龙大哥,,0
铁道飞虎 短评,RuPandaRu,2016/5/19,期待,,0
铁道飞虎 短评,滋滋Amanda,2016/5/19,喜剧动作大片 看了预告觉得真的好想到电影院去看啊 支持凯凯 支持铁道飞虎,,3
铁道飞虎 短评,Dear-FIy,2016/5/19,想看,,0
铁道飞虎 短评,夜玖焱Swag,2016/5/19,成龙？看！王凯？看！黄子韬？哥你好忙……看看看,,1
超级战舰 短评,CC.,2011/12/16,马上公司要组织去看，我对外星人实在没兴趣，好在可以提前下班。,四川成都,0
铁道飞虎 短评,Haitangyijiu,2016/5/19,一起见证优秀正能量演员朋友王凯的黄金十年，从此不会再错过你,,0
铁道飞虎 短评,红豆与绿竹,2016/5/19,王凯演技细腻，很适合大银幕，当然要在大银幕上支持他啦！,,2
超级战舰 短评,shalley,2011/12/16,评论太欢乐了,"Sydney, Australia",0
超级战舰 短评,十二。,2011/12/16,rihanna…的电影= =,北京,0
超级战舰 短评,Fiona,2011/12/16,换个帅的身材好的高点的男主 这个片子还能好看点,北京,0
超级战舰 短评,鼻言,2011/12/16,作为飞船迷，异常期待，就爱那些乱七八糟的线头和密集的分块,广东广州,0
超级战舰 短评,Da.,2011/12/16,已下百度bd,上海,0
超级战舰 短评,Ricky,2011/12/16,Rihanna出演,北京,0
盗墓笔记 短评,wlx4869,2016/8/5,我用十年换你天真无邪,福建厦门,0
盗墓笔记 短评,Pchy,2016/8/5,张起灵有约,河北邯郸,0
碟中谍4 短评,Irina她bro,2011/12/18,挺多好评么~,北京,0
盗墓笔记 短评,动物庄园,2016/8/5,我想去看下比九层妖塔还难看的额片到底撒样。,四川成都,0
盗墓笔记 短评,女金刚,2016/8/5,为什么要毁盗墓！简直无语！,,0
碟中谍4 短评,染。,2011/12/18,评分这么高？最近豆瓣风气有改观啊,北京,0
盗墓笔记 短评,晒晒太阳,2016/8/5,我好想问问导演 为啥非得找几个小鲜肉来演 你以为演青春偶像剧呀。,,0
盗墓笔记 短评,Pineapple77,2016/8/5,演员一个都不想看………,,0
碟中谍4 短评,IcynotHERE,2011/12/18,听闻阿汤哥风采依旧 迪拜印度等场景不停更换 动作精彩叹为观止 一定要看 最近预观看影片首选,陕西西安,0
盗墓笔记 短评,安若晴,2016/8/5,一直想看这个，但好像现在这个电影都还要收费,,0
碟中谍4 短评,icelux,2011/12/18,寒假不能只看一部片儿 找人看晚场去,北京,0
盗墓笔记 短评,Cici ,2016/8/5,想知道，都多难看……,广东广州,0
碟中谍4 短评,藻雪J,2011/12/18,除了妮可离婚让我失望之外，这家伙也不枉我爱了那么多年。影院效果很佳，虽然坐在第一排。和梁看完之后扒拉扒拉说一堆。今晚，月色撩人。晚安。,,0
盗墓笔记 短评,云归澈,2016/8/5,因为有井柏然，鹿晗，想看看他们演技如何了？,,0
碟中谍4 短评,选择恐惧症,2011/12/18,都怪小媛媛看过这个电影~~~要不然就看成了~~~,上海,0
盗墓笔记 短评,Wendy Yu,2016/8/5,藏海花的主角是小哥，不过这个番外没有特别好看，谁也演不出小哥那种沧桑和死气,,0
盗墓笔记 短评,萝卜要发芽,2016/8/5,没看之前可以不bb吗？管他是好是坏，遛出来才知道能不能骑。牛逼吹那么大，你咋不把天包进去！,,0
盗墓笔记 短评,DeerPinku,2016/8/5,挺期待的，感觉最差也比剧版吸引人，只是小哥这个角色。。现在不好说，保留，看过再评价,,0
盗墓笔记 短评,潜水的猫,2016/8/5,看小说时 想的就是井宝演小哥😍,,
2016.8.4,,,,,
"京东白条的那段植入令人发指""",,0,,,
碟中谍4 短评,度眠,2011/12/18,这阿汤哥真是老当益壮啊。。。,北京,0
碟中谍4 短评,知言片语,2011/12/18,吴宇森的二最好看,,0
碟中谍4 短评,烦嚣,2011/12/18,阿汤哥我是不喜欢，不过这部电影评分还挺高。,辽宁大连,0
碟中谍4 短评,Firenzelatte,2011/12/18,感觉碟中谍越拍越差，不过对于阿汤哥，还是要有所期盼,北京,0
盗墓笔记 短评,猴子派的小兵,2016/8/5,我很是期待！！虽然我是原著粉！,江苏苏州,0
碟中谍4 短评,Metoo,2011/12/18,据说很好看。。可是身边的人都看过了。。估计又要自己去来看啦！不过自己看电影的感觉真的很爽啊,北京,0
盗墓笔记 短评,Snian在路上,2016/8/5,为啥要找个女的演男一号 想不通啊 卧槽,湖南长沙,0
碟中谍4 短评,Kiki,2011/12/18,但是木有看过1.2.3的肿么办。。。,,0
碟中谍4 短评,小可哥哥,2011/12/18,mission  impossible  拿出这样的激情！,,0
盗墓笔记 短评,露晴天_Luna,2016/8/5,啊～～～～必须看啊！！,,0
盗墓笔记 短评,锦衣夜行,2016/8/5,闷油瓶和无邪选角选反了的既视感。,,0
超级战舰 短评,小卓同學。,2012/4/7,預告片里外星戰艦的炮彈擊倒了香港的中銀大廈= =擦這是全港我最喜歡的現代建築..,香港,0
盗墓笔记 短评,二十四,2016/8/5,期待已久,山东泰安,0
碟中谍4 短评,kuma酱,2011/12/18,死ZH快回来陪我看,福建厦门,0
盗墓笔记 短评,二_静子,2016/8/5,期待小三爷,,0
超级战舰 短评,Joey,2012/4/7,瑞典美骚男~~,"Buenos Aires, Argentina",0
盗墓笔记 短评,韩素。,2016/8/5,2016-8-6 和涂涂,,
"又是清一色一星 不评论了""",陕西西安,0,,,
超级战舰 短评,青酱乐不了,2012/4/7,额。有人提到这是个爽完就没的片子。。可是花钱去电影院和去嫖都是为了爽完就好嘛。。难道还想听人家给你上哲学课程么！！,四川成都,0
铁道飞虎 短评,醜醜,2016/9/25,看喜欢的演员,,0
超级战舰 短评,饽饽,2012/4/7,超级期待！！！,,0
铁道飞虎 短评,依然年轻,2016/9/25,因为是成龙电影必看！最最重要是有王凯参演！演技太棒了期待他的大荧幕…！,,1
碟中谍4 短评,山大王,2011/12/18,上映的时候错过了,上海,0
铁道飞虎 短评,淼晴,2016/9/25,支持王凯，期待成龙大哥新电影！,,1
超级战舰 短评,青女十四陵,2012/4/7,！！！！！！！！！！！！有eric？？？？？？？！！！！！！！！,湖北武汉,0
超级战舰 短评,安唯汐,2012/4/7,据说耗资挺大的，可以和变形金刚相比~但愿不会让人失望~~,,0
超级战舰 短评,藤堂非,2012/4/7,居然大刘的水滴创意被这个片子用了……纳尼，三体什么时候快变成电影啊！,广东广州,0
超级战舰 短评,棉花地,2012/4/7,准备下班看,北京,0
铁道飞虎 短评,这个名行不行,2016/9/25,想看成龙和王凯合作,,1
铁道飞虎 短评,阿树,2016/9/25,凯凯王的电影很想看啊超想看啊,,1
铁道飞虎 短评,嘀,2016/9/25,王凯的大电影，十分期待,,1
铁道飞虎 短评,哆啦是Aggie的,2016/9/25,很期待这部电影，一是演员咖位高，黄子韬作为电影新人，能在其中学到很多。二是这部电影据说是一部抗战片，本身就对这方面很感兴趣，所以非常期待。,,0
超级战舰 短评,Sky_木午,2012/4/7,在家找资源  我想看看战争型SF商业片,贵州贵阳,0
铁道飞虎 短评,泪小蝎,2016/9/25,爱凯凯～～支持成龙大哥新片～～,,1
铁道飞虎 短评,溜溜,2016/9/25,支持王凯，支持成龙大哥！,,1
铁道飞虎 短评,三百弄,2016/9/25,希望王凯与成龙大哥合作！,,1
超级战舰 短评,strange,2012/4/7,有Eric怎能错过~~,陕西西安,0
铁道飞虎 短评,小爱,2016/9/25,陪王凯细水长流,,1
碟中谍4 短评,苦行,2011/12/18,已然不爱看弱剧情的电影，这部是延续对职业特工队1的喜欢.,山西太原,0
碟中谍4 短评,So Duaiduai,2011/12/18,果然没完没了 继续追看- -,北京,0
超级战舰 短评,某个远方,2012/4/7,"终于能看到美国海军的电影，在电影里看到穿着NWU, coverall, dress white的人真TMD有亲切感",,0
铁道飞虎 短评,再次沦陷的vivia,2016/9/25,期待成龙的动作电影与王凯产生的化学反应！,北京,1
碟中谍4 短评,oOxinxinOo。,2011/12/18,。。。。那天ipad拿去给爪懿越狱了。。晚上错过了和六班那群一起去看的机会。。没关系~还是有机会看的嘿嘿,,0
铁道飞虎 短评,十里春风情绵意,2016/9/25,一直就是从小看着成龙的电影长大的，有一种情怀在里面，而且导演丁晟的作品，也是最近几年比较少有的良心之作！他俩已经合作几部剧了，我相信他们的眼光和能力，而且演员阵容也比较吸引我，有演员王凯，歌手黄子韬，还有桑平，很期待他们带来不一样的铁道游击队！！,,2
碟中谍4 短评,[已注销],2011/12/18,想看，木有人陪我看……,,0
超级战舰 短评,稳,2012/4/7,Alexander+机械，肿么可以绰过？,上海,0
碟中谍4 短评,Trancy Z,2011/12/18,因为蕾雅塞杜我想再好好看一遍,,0
铁道飞虎 短评,Holly,2016/9/25,有我凯凯王,,1
铁道飞虎 短评,Anima Tang,2016/9/25,成龙大哥奥斯卡得奖之后上的第一部电影啊，看到片花觉得不会差。,,0
铁道飞虎 短评,又见秋天来,2016/9/25,又是一部红色经典，好导演好演员，一定多刷几遍,,0
铁道飞虎 短评,smile陈小姐,2016/9/25,奔着成龙的电影想看一下，希望不会让自己失望,,0
铁道飞虎 短评,DIXON和剪刀与纸,2016/9/25,本来想看，却今天没兴趣了。不打分也不打算掏钱看！各位！！大不了以后不看国产片，有景甜更不看好了，对这些垃圾电影再多水军互拼也没用，一分钱也不给就是最好的选择！,,0
超级战舰 短评,七夜,2012/4/7,海战版《变形金刚》，连预告片都赶脚太像了,福建泉州,0
铁道飞虎 短评,CherishLiu,2016/9/25,凯凯王和成龙大哥合作的电影💕期待💕,,1
铁道飞虎 短评,观,2016/9/25,新老男神的合力之作,,1
超级战舰 短评,Jing,2012/4/7,表弟说想看 我说看完去吃韩国菜吧我好想吃石锅拌饭 成功,,0
超级战舰 短评,谦客骚人雷倒夫,2012/4/7,只有因为有日日所以想看，我会到处去说吗？,北京,0
超级战舰 短评,greatgeorge,2012/4/7,虽然很主旋律，但是很好看,辽宁沈阳,0
盗墓笔记 短评,七号旅人,2016/7/28,极其不喜 豆瓣上所谓的那些大神（？）在未看过片的情况下就妄下定义 不知道是此片的何处何人给他造成如此错觉 至少要坐在影院认真看完之后 你才有资格对此片做出评价甚至是批评 盗墓的翻拍电视机电影都不少 尽管都褒贬不一 但我还是愿意等待 去看看 这一部是怎样的,,0
超级战舰 短评,类星体,2012/4/7,就冲着Eric去看的。。。没别的意思,,0
盗墓笔记 短评,追梦,2016/7/28,还是喜欢盗墓系列,,0
盗墓笔记 短评,仁者无敌菠菜酱,2016/7/28,编剧杜俊大师兄？？,,0
盗墓笔记 短评,liufang891209,2016/7/28,盗墓笔记,,0
