影片名,姓名,演职人员,代表作,评分,性别,星座,出生日期,出生地,职业
碟中谍5：神秘国度 Mission: Impossible - Rogue Nation,J·J·艾布拉姆斯,制片,碟中谍4,8.2,男,巨蟹座,1966/6/27,"美国,纽约",编剧 / 制片 / 演员 / 导演
碟中谍5：神秘国度 Mission: Impossible - Rogue Nation,J·J·艾布拉姆斯,制片,碟中谍5：神秘国度,7.7,男,巨蟹座,1966/6/27,"美国,纽约",编剧 / 制片 / 演员 / 导演
碟中谍5：神秘国度 Mission: Impossible - Rogue Nation,J·J·艾布拉姆斯,制片,星际迷航2：暗黑无界,,男,巨蟹座,1966/6/27,"美国,纽约",编剧 / 制片 / 演员 / 导演
碟中谍5：神秘国度 Mission: Impossible - Rogue Nation,布莱恩·伯克,制片,碟中谍4,,男,摩羯座,1968/12/30,,制片 / 演员 / 编剧
碟中谍5：神秘国度 Mission: Impossible - Rogue Nation,布莱恩·伯克,制片,碟中谍5：神秘国度,,男,摩羯座,1968/12/30,,制片 / 演员 / 编剧
碟中谍5：神秘国度 Mission: Impossible - Rogue Nation,布莱恩·伯克,制片,星际迷航2：暗黑无界,7.9,男,摩羯座,1968/12/30,,制片 / 演员 / 编剧
碟中谍5：神秘国度 Mission: Impossible - Rogue Nation,大卫·埃里森,制片,碟中谍4,,男,摩羯座,1983/1/9,美国,制片 / 演员 / 导演 / 编剧
碟中谍5：神秘国度 Mission: Impossible - Rogue Nation,大卫·埃里森,制片,碟中谍5：神秘国度,,男,摩羯座,1983/1/9,美国,制片 / 演员 / 导演 / 编剧
碟中谍5：神秘国度 Mission: Impossible - Rogue Nation,大卫·埃里森,制片,星际迷航2：暗黑无界,,男,摩羯座,1983/1/9,美国,制片 / 演员 / 导演 / 编剧
碟中谍5：神秘国度 Mission: Impossible - Rogue Nation,乔·克雷默,作曲,碟中谍5：神秘国度,,男,,1971,"美国,纽约州布,法罗",作曲 / 演员
碟中谍5：神秘国度 Mission: Impossible - Rogue Nation,乔·克雷默,作曲,侠探杰克,6.1,男,,1971,"美国,纽约州布,法罗",作曲 / 演员
碟中谍5：神秘国度 Mission: Impossible - Rogue Nation,乔·克雷默,作曲,致命玩笑2,,男,,1971,"美国,纽约州布,法罗",作曲 / 演员
唐人街探案,陈思诚,导演,唐人街探案,7.4,男,双鱼座,1978/2/22,"中国,辽宁,沈阳",演员 / 导演 / 编剧
唐人街探案,陈思诚,导演,煎饼侠,6,男,双鱼座,1978/2/22,"中国,辽宁,沈阳",演员 / 导演 / 编剧
唐人街探案,陈思诚,导演,全民目击,7.6,男,双鱼座,1978/2/22,"中国,辽宁,沈阳",演员 / 导演 / 编剧
唐人街探案,王宝强,演员,人再囧途之泰囧,7.4,男,双子座,1984/5/29,"中国,河北,邢台",演员 / 导演 / 配音
唐人街探案,王宝强,演员,人在囧途,,男,双子座,1984/5/29,"中国,河北,邢台",演员 / 导演 / 配音
唐人街探案,王宝强,演员,唐人街探案,,男,双子座,1984/5/29,"中国,河北,邢台",演员 / 导演 / 配音
唐人街探案,刘昊然,演员,唐人街探案,7.4,男,天秤座,1997/10/10,"中国,河南,平顶山",演员
唐人街探案,刘昊然,演员,妖猫传,,男,天秤座,1997/10/10,"中国,河南,平顶山",演员
唐人街探案,刘昊然,演员,北京爱情故事,,男,天秤座,1997/10/10,"中国,河南,平顶山",演员
唐人街探案,佟丽娅,演员,致我们终将逝去的青春,6.6,女,狮子座,1984/8/8,"中国,新疆",演员
唐人街探案,佟丽娅,演员,唐人街探案,7.4,女,狮子座,1984/8/8,"中国,新疆",演员
唐人街探案,佟丽娅,演员,智取威虎山,7.7,女,狮子座,1984/8/8,"中国,新疆",演员
唐人街探案,陈赫,演员,唐人街探案,7.4,男,天蝎座,1985/11/9,"中国,福建,福州",演员 / 导演 / 配音
唐人街探案,陈赫,演员,煎饼侠,6,男,天蝎座,1985/11/9,"中国,福建,福州",演员 / 导演 / 配音
唐人街探案,陈赫,演员,匆匆那年,5.3,男,天蝎座,1985/11/9,"中国,福建,福州",演员 / 导演 / 配音
唐人街探案,肖央,演员,唐人街探案,7.4,男,白羊座,1980/4/7,"中国,河北,承德",演员 / 导演 / 编剧
唐人街探案,肖央,演员,11度青春之《老男孩》,8.5,男,白羊座,1980/4/7,"中国,河北,承德",演员 / 导演 / 编剧
唐人街探案,肖央,演员,老男孩猛龙过江,5.7,男,白羊座,1980/4/7,"中国,河北,承德",演员 / 导演 / 编剧
唐人街探案,小沈阳,演员,一代宗师,,男,金牛座,1981/5/7,"中国,辽宁,铁岭",演员 / 导演 / 编剧
唐人街探案,小沈阳,演员,煎饼侠,6,男,金牛座,1981/5/7,"中国,辽宁,铁岭",演员 / 导演 / 编剧
唐人街探案,潘粤明,演员,唐人街探案,,男,金牛座,1974/5/9,"中国,北京",演员 / 配音
唐人街探案,潘粤明,演员,白夜追凶,,男,金牛座,1974/5/9,"中国,北京",演员 / 配音
唐人街探案,潘粤明,演员,梅兰芳,6.9,男,金牛座,1974/5/9,"中国,北京",演员 / 配音
唐人街探案,马浴柯,演员,唐人街探案,,男,狮子座,1979/8/19,"中国,甘肃",演员
唐人街探案,马浴柯,演员,扫毒,7.2,男,狮子座,1979/8/19,"中国,甘肃",演员
唐人街探案,马浴柯,演员,大闹天竺,3.8,男,狮子座,1979/8/19,"中国,甘肃",演员
唐人街探案,张子枫,演员,唐人街探案,7.4,女,处女座,2001/8/27,"中国,河南,三门峡",演员
唐人街探案,张子枫,演员,唐山大地震,7.4,女,处女座,2001/8/27,"中国,河南,三门峡",演员
唐人街探案,张子枫,演员,同桌的妳,,女,处女座,2001/8/27,"中国,河南,三门峡",演员
唐人街探案,赵英俊,演员,唐人街探案,7.4,男,狮子座,1978/7/28,"中国,辽宁,抚顺",演员 / 编剧
唐人街探案,赵英俊,演员,港囧,,男,狮子座,1978/7/28,"中国,辽宁,抚顺",演员 / 编剧
唐人街探案,赵英俊,演员,喜欢你,,男,狮子座,1978/7/28,"中国,辽宁,抚顺",演员 / 编剧
唐人街探案,桑平,演员,唐人街探案,7.4,男,,1982/9/20,北京,演员
唐人街探案,桑平,演员,解救吾先生,7.8,男,,1982/9/20,北京,演员
唐人街探案,桑平,演员,铁道飞虎,5.1,男,,1982/9/20,北京,演员
唐人街探案,金士杰,演员,乘风破浪,6.8,男,摩羯座,1951/12/29,"台湾,屏东",演员 / 配音
唐人街探案,金士杰,演员,一代宗师,,男,摩羯座,1951/12/29,"台湾,屏东",演员 / 配音
唐人街探案,金士杰,演员,唐人街探案,,男,摩羯座,1951/12/29,"台湾,屏东",演员 / 配音
唐人街探案,大鹏,演员,唐人街探案,,男,摩羯座,1982/1/12,"中国,吉林,集安",演员 / 导演 / 编剧 / 配音
唐人街探案,大鹏,演员,西游伏妖篇,5.6,男,摩羯座,1982/1/12,"中国,吉林,集安",演员 / 导演 / 编剧 / 配音
唐人街探案,大鹏,演员,煎饼侠,6,男,摩羯座,1982/1/12,"中国,吉林,集安",演员 / 导演 / 编剧 / 配音
唐人街探案,张国强,演员,亲爱的,,男,天秤座,1969/9/30,"中国,黑龙江省,佳木斯市",演员
唐人街探案,张国强,演员,唐人街探案,,男,天秤座,1969/9/30,"中国,黑龙江省,佳木斯市",演员
唐人街探案,张国强,演员,唐山大地震,7.4,男,天秤座,1969/9/30,"中国,黑龙江省,佳木斯市",演员
唐人街探案,李叶青,演员,美人鱼,6.8,女,,,,演员
唐人街探案,李叶青,演员,唐人街探案,,女,,,,演员
唐人街探案,李叶青,演员,天使学院的爱情战记,,女,,,,演员
唐人街探案,陈祉希,演员,人再囧途之泰囧,7.4,女,,,,演员 / 制片
唐人街探案,陈祉希,演员,唐人街探案,7.4,女,,,,演员 / 制片
唐人街探案,陈祉希,演员,缝纫机乐队,,女,,,,演员 / 制片
唐人街探案,张大大,演员,唐人街探案,7.4,男,天蝎座,1990/11/2,"中国,上海",演员
唐人街探案,张大大,演员,吐槽大会 第一季,,男,天蝎座,1990/11/2,"中国,上海",演员
唐人街探案,张大大,演员,我是歌手 第一季,,男,天蝎座,1990/11/2,"中国,上海",演员
唐人街探案,陈思诚,编剧,唐人街探案,7.4,男,双鱼座,1978/2/22,"中国,辽宁,沈阳",演员 / 导演 / 编剧
唐人街探案,陈思诚,编剧,煎饼侠,,男,双鱼座,1978/2/22,"中国,辽宁,沈阳",演员 / 导演 / 编剧
唐人街探案,陈思诚,编剧,全民目击,,男,双鱼座,1978/2/22,"中国,辽宁,沈阳",演员 / 导演 / 编剧
唐人街探案,白鹤,编剧,唐人街探案,,,,,,编剧
唐人街探案,白鹤,编剧,一个温州的女人,5.7,,,,,编剧
唐人街探案,刘凯,编剧,唐人街探案,,男,,1988/11/22,"中国,山西",导演 / 编剧 / 剪辑 / 摄影
唐人街探案,刘凯,编剧,一日一夜,,男,,1988/11/22,"中国,山西",导演 / 编剧 / 剪辑 / 摄影
唐人街探案,刘凯,编剧,断齿,,男,,1988/11/22,"中国,山西",导演 / 编剧 / 剪辑 / 摄影
唐人街探案,马蓉,制片,唐人街探案,,女,狮子座,1986/8/8,"中国,陕西,渭南",演员 / 制片
唐人街探案,马蓉,制片,奔跑吧！兄弟,,女,狮子座,1986/8/8,"中国,陕西,渭南",演员 / 制片
唐人街探案,马蓉,制片,爸爸去哪儿 第三季,,女,狮子座,1986/8/8,"中国,陕西,渭南",演员 / 制片
唐人街探案,杜杰,摄影,疯狂的石头,,男,,Sep-76,"中国,河北,深泽",摄影 / 演员
唐人街探案,杜杰,摄影,无人区,8.1,男,,Sep-76,"中国,河北,深泽",摄影 / 演员
唐人街探案,杜杰,摄影,唐人街探案,7.4,男,,Sep-76,"中国,河北,深泽",摄影 / 演员
唐人街探案,李淼,艺术指导,唐人街探案,,男,,1981,"中国,山东,济南",艺术指导 / 美术设计 / 演员 / 导演
唐人街探案,李淼,艺术指导,嫌疑人X的献身,6.4,男,,1981,"中国,山东,济南",艺术指导 / 美术设计 / 演员 / 导演
唐人街探案,李淼,艺术指导,左耳,5.4,男,,1981,"中国,山东,济南",艺术指导 / 美术设计 / 演员 / 导演
唐人街探案,张朋,美术设计,唐人街探案,,男,天秤座,1984/10/14,河北唐山,美术设计 / 演员
唐人街探案,张朋,美术设计,嫌疑人X的献身,,男,天秤座,1984/10/14,河北唐山,美术设计 / 演员
唐人街探案,张朋,美术设计,左耳,5.4,男,天秤座,1984/10/14,河北唐山,美术设计 / 演员
唐人街探案,常鹭,美术设计,唐人街探案,7.4,女,狮子座,1989/8/19,中国,美术设计
唐人街探案,常鹭,美术设计,嫌疑人X的献身,,女,狮子座,1989/8/19,中国,美术设计
唐人街探案,常鹭,美术设计,左耳,,女,狮子座,1989/8/19,中国,美术设计
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,彼得·杰克逊,导演,指环王1：魔戒再现,,男,天蝎座,1961/10/31,"新西兰,北岛,Pukerua湾",制片 / 演员 / 导演 / 编剧
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,彼得·杰克逊,导演,指环王3：王者无敌,,男,天蝎座,1961/10/31,"新西兰,北岛,Pukerua湾",制片 / 演员 / 导演 / 编剧
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,彼得·杰克逊,导演,指环王2：双塔奇兵,9,男,天蝎座,1961/10/31,"新西兰,北岛,Pukerua湾",制片 / 演员 / 导演 / 编剧
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,马丁·弗瑞曼,演员,真爱至上,8.5,男,处女座,1971/9/8,"英国,汉普郡,奥尔德肖特",演员 / 配音
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,马丁·弗瑞曼,演员,神探夏洛克 第一季,9.3,男,处女座,1971/9/8,"英国,汉普郡,奥尔德肖特",演员 / 配音
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,马丁·弗瑞曼,演员,霍比特人1：意外之旅,8.1,男,处女座,1971/9/8,"英国,汉普郡,奥尔德肖特",演员 / 配音
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,伊恩·麦克莱恩,演员,指环王1：魔戒再现,8.9,男,双子座,1939/5/25,"英国,英格兰,兰开夏郡,伯恩利",演员 / 配音 / 编剧 / 制片
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,伊恩·麦克莱恩,演员,指环王3：王者无敌,9.1,男,双子座,1939/5/25,"英国,英格兰,兰开夏郡,伯恩利",演员 / 配音 / 编剧 / 制片
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,伊恩·麦克莱恩,演员,指环王2：双塔奇兵,9,男,双子座,1939/5/25,"英国,英格兰,兰开夏郡,伯恩利",演员 / 配音 / 编剧 / 制片
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,理查德·阿米蒂奇,演员,霍比特人1：意外之旅,8.1,男,狮子座,1971/8/22,"英国,莱斯特郡,莱斯特",演员 / 配音
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,理查德·阿米蒂奇,演员,霍比特人3：五军之战,8.2,男,狮子座,1971/8/22,"英国,莱斯特郡,莱斯特",演员 / 配音
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,理查德·阿米蒂奇,演员,霍比特人2：史矛革之战,8.2,男,狮子座,1971/8/22,"英国,莱斯特郡,莱斯特",演员 / 配音
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,伊万杰琳·莉莉,演员,霍比特人3：五军之战,8.2,女,狮子座,1979/8/3,"加拿大,阿尔伯塔省,萨斯喀彻温堡",演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,伊万杰琳·莉莉,演员,霍比特人2：史矛革之战,,女,狮子座,1979/8/3,"加拿大,阿尔伯塔省,萨斯喀彻温堡",演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,伊万杰琳·莉莉,演员,蚁人,,女,狮子座,1979/8/3,"加拿大,阿尔伯塔省,萨斯喀彻温堡",演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,李·佩斯,演员,银河护卫队,,男,白羊座,1979/3/25,"美国,俄克拉荷马州,奇卡沙",演员 / 配音
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,李·佩斯,演员,霍比特人1：意外之旅,8.1,男,白羊座,1979/3/25,"美国,俄克拉荷马州,奇卡沙",演员 / 配音
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,李·佩斯,演员,霍比特人3：五军之战,,男,白羊座,1979/3/25,"美国,俄克拉荷马州,奇卡沙",演员 / 配音
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,卢克·伊万斯,演员,速度与激情7,8.3,男,白羊座,1979/4/15,"英国,威尔士,Pontypool",演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,卢克·伊万斯,演员,霍比特人3：五军之战,,男,白羊座,1979/4/15,"英国,威尔士,Pontypool",演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,卢克·伊万斯,演员,霍比特人2：史矛革之战,8.2,男,白羊座,1979/4/15,"英国,威尔士,Pontypool",演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,本尼迪克特·康伯巴奇,演员,奇异博士,7.6,男,巨蟹座,1976/7/19,"英国,伦敦",演员 / 配音 / 制片
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,本尼迪克特·康伯巴奇,演员,模仿游戏,8.5,男,巨蟹座,1976/7/19,"英国,伦敦",演员 / 配音 / 制片
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,本尼迪克特·康伯巴奇,演员,神探夏洛克 第一季,9.3,男,巨蟹座,1976/7/19,"英国,伦敦",演员 / 配音 / 制片
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,肯·斯托特,演员,一天,7.8,男,,1955,"英国,苏格兰,爱丁堡",演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,肯·斯托特,演员,霍比特人1：意外之旅,,男,,1955,"英国,苏格兰,爱丁堡",演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,肯·斯托特,演员,霍比特人3：五军之战,8.2,男,,1955,"英国,苏格兰,爱丁堡",演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,詹姆斯·内斯比特,演员,霍比特人1：意外之旅,,男,摩羯座,1965/1/15,"英国,北爱尔兰,科尔雷恩",演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,詹姆斯·内斯比特,演员,霍比特人3：五军之战,,男,摩羯座,1965/1/15,"英国,北爱尔兰,科尔雷恩",演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,詹姆斯·内斯比特,演员,霍比特人2：史矛革之战,,男,摩羯座,1965/1/15,"英国,北爱尔兰,科尔雷恩",演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,比利·康诺利,演员,霍比特人3：五军之战,,男,射手座,1942/11/24,"英国,苏格兰,格拉斯哥,Anderston",演员 / 编剧 / 制片 / 作曲
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,比利·康诺利,演员,勇敢传说,,男,射手座,1942/11/24,"英国,苏格兰,格拉斯哥,Anderston",演员 / 编剧 / 制片 / 作曲
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,比利·康诺利,演员,加菲猫2,,男,射手座,1942/11/24,"英国,苏格兰,格拉斯哥,Anderston",演员 / 编剧 / 制片 / 作曲
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,凯特·布兰切特,演员,本杰明·巴顿奇事,8.7,女,金牛座,1969/5/14,"澳大利亚,维多利亚,墨尔本",演员 / 配音 / 制片 / 导演
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,凯特·布兰切特,演员,指环王1：魔戒再现,,女,金牛座,1969/5/14,"澳大利亚,维多利亚,墨尔本",演员 / 配音 / 制片 / 导演
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,凯特·布兰切特,演员,指环王3：王者无敌,9.1,女,金牛座,1969/5/14,"澳大利亚,维多利亚,墨尔本",演员 / 配音 / 制片 / 导演
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,伊安·霍姆,演员,指环王1：魔戒再现,8.9,男,处女座,1931/9/12,"英国,埃塞克斯,古德梅斯",演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,伊安·霍姆,演员,指环王3：王者无敌,9.1,男,处女座,1931/9/12,"英国,埃塞克斯,古德梅斯",演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,克里斯托弗·李,演员,指环王1：魔戒再现,,男,双子座,,"英国,伦敦",演员 / 配音 / 制片 / 编剧
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,克里斯托弗·李,演员,指环王3：王者无敌,,男,双子座,,"英国,伦敦",演员 / 配音 / 制片 / 编剧
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,克里斯托弗·李,演员,指环王2：双塔奇兵,9,男,双子座,,"英国,伦敦",演员 / 配音 / 制片 / 编剧
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,雨果·维文,演员,V字仇杀队,8.8,男,白羊座,1960/4/4,"尼日利亚,伊巴丹",演员 / 配音 / 制片
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,雨果·维文,演员,指环王1：魔戒再现,8.9,男,白羊座,1960/4/4,"尼日利亚,伊巴丹",演员 / 配音 / 制片
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,雨果·维文,演员,血战钢锯岭,8.7,男,白羊座,1960/4/4,"尼日利亚,伊巴丹",演员 / 配音 / 制片
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,奥兰多·布鲁姆,演员,加勒比海盗,,男,摩羯座,1977/1/13,"英国,英格兰,肯特郡,坎特伯雷",演员 / 制片
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,奥兰多·布鲁姆,演员,指环王1：魔戒再现,8.9,男,摩羯座,1977/1/13,"英国,英格兰,肯特郡,坎特伯雷",演员 / 制片
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,奥兰多·布鲁姆,演员,指环王3：王者无敌,,男,摩羯座,1977/1/13,"英国,英格兰,肯特郡,坎特伯雷",演员 / 制片
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,马努·贝内特,演员,霍比特人1：意外之旅,8.1,男,天秤座,1969/10/10,新西兰,演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,马努·贝内特,演员,霍比特人3：五军之战,8.2,男,天秤座,1969/10/10,新西兰,演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,马努·贝内特,演员,霍比特人2：史矛革之战,,男,天秤座,1969/10/10,新西兰,演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,艾丹·特纳,演员,霍比特人1：意外之旅,8.1,,,,,
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,艾丹·特纳,演员,霍比特人3：五军之战,8.2,男,双子座,1983/6/19,"爱尔兰,都柏林",演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,艾丹·特纳,演员,霍比特人2：史矛革之战,8.2,男,双子座,1983/6/19,"爱尔兰,都柏林",演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,迪恩·奥戈曼,演员,霍比特人1：意外之旅,,男,射手座,1976/12/1,"新西兰,奥克兰",演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,迪恩·奥戈曼,演员,霍比特人3：五军之战,,男,射手座,1976/12/1,"新西兰,奥克兰",演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,迪恩·奥戈曼,演员,霍比特人2：史矛革之战,,男,射手座,1976/12/1,"新西兰,奥克兰",演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,格拉汉姆·麦克泰维什,演员,霍比特人1：意外之旅,,男,摩羯座,1961,"英国,苏格兰,格拉斯哥",演员 / 编剧
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,格拉汉姆·麦克泰维什,演员,霍比特人3：五军之战,8.2,男,摩羯座,1961,"英国,苏格兰,格拉斯哥",演员 / 编剧
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,格拉汉姆·麦克泰维什,演员,霍比特人2：史矛革之战,,男,摩羯座,1961,"英国,苏格兰,格拉斯哥",演员 / 编剧
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,斯蒂芬·弗雷,演员,V字仇杀队,,男,处女座,1957/8/24,"英国,伦敦,汉普斯特德",演员 / 编剧 / 导演 / 制片
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,斯蒂芬·弗雷,演员,爱丽丝梦游仙境,,男,处女座,1957/8/24,"英国,伦敦,汉普斯特德",演员 / 编剧 / 导演 / 制片
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,斯蒂芬·弗雷,演员,霍比特人3：五军之战,,男,处女座,1957/8/24,"英国,伦敦,汉普斯特德",演员 / 编剧 / 导演 / 制片
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,米卡埃尔·佩斯布兰特,演员,霍比特人3：五军之战,8.2,男,天秤座,1963/9/25,"瑞典,斯德哥尔摩省,Jakobsberg",演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,米卡埃尔·佩斯布兰特,演员,霍比特人2：史矛革之战,,男,天秤座,1963/9/25,"瑞典,斯德哥尔摩省,Jakobsberg",演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,米卡埃尔·佩斯布兰特,演员,亚瑟王：斗兽争霸,7.1,男,天秤座,1963/9/25,"瑞典,斯德哥尔摩省,Jakobsberg",演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,玛丽·内斯比特,演员,霍比特人3：五军之战,8.2,女,,2001,英国,演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,玛丽·内斯比特,演员,霍比特人2：史矛革之战,8.2,女,,2001,英国,演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,佩吉·内斯比特,演员,霍比特人3：五军之战,8.2,女,处女座,1997/9/4,英国,演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,佩吉·内斯比特,演员,霍比特人2：史矛革之战,,女,处女座,1997/9/4,英国,演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,佩吉·内斯比特,演员,福分,,女,处女座,1997/9/4,英国,演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,亚当·布朗,演员,霍比特人1：意外之旅,,男,双子座,1980/5/29,"英国,伯克郡",演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,亚当·布朗,演员,霍比特人3：五军之战,,男,双子座,1980/5/29,"英国,伯克郡",演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,亚当·布朗,演员,霍比特人2：史矛革之战,8.2,男,双子座,1980/5/29,"英国,伯克郡",演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,布雷特·麦肯齐,演员,指环王3：王者无敌,9.1,男,巨蟹座,1976/6/29,新西兰,演员 / 编剧 / 作曲 / 导演 / 制片
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,布雷特·麦肯齐,演员,霍比特人1：意外之旅,,男,巨蟹座,1976/6/29,新西兰,演员 / 编剧 / 作曲 / 导演 / 制片
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,布雷特·麦肯齐,演员,霍比特人3：五军之战,8.2,男,巨蟹座,1976/6/29,新西兰,演员 / 编剧 / 作曲 / 导演 / 制片
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,柯南·史蒂文斯,演员,霍比特人1：意外之旅,8.1,男,,,,演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,柯南·史蒂文斯,演员,霍比特人3：五军之战,,男,,,,演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,柯南·史蒂文斯,演员,权力的游戏 第一季,,男,,,,演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,马克·哈德洛,演员,霍比特人1：意外之旅,,男,,1957,新西兰,演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,马克·哈德洛,演员,霍比特人3：五军之战,8.2,男,,1957,新西兰,演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,马克·哈德洛,演员,霍比特人2：史矛革之战,8.2,男,,1957,新西兰,演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,杰德·布罗菲,演员,指环王3：王者无敌,,男,,1963,新西兰,演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,杰德·布罗菲,演员,指环王2：双塔奇兵,,男,,1963,新西兰,演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,杰德·布罗菲,演员,第九区,,男,,1963,新西兰,演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,威廉·基尔舍,演员,霍比特人1：意外之旅,8.1,男,,,,演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,威廉·基尔舍,演员,霍比特人3：五军之战,,男,,,,演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,威廉·基尔舍,演员,霍比特人2：史矛革之战,8.2,男,,,,演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,彼得·汉布尔顿,演员,霍比特人1：意外之旅,8.1,男,,,,演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,彼得·汉布尔顿,演员,霍比特人3：五军之战,,男,,,,演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,彼得·汉布尔顿,演员,霍比特人2：史矛革之战,,男,,,,演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,斯蒂芬·亨特,演员,霍比特人1：意外之旅,8.1,男,天蝎座,1968/10/28,新西兰，威灵顿,演员
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,斯蒂芬·亨特,演员,霍比特人3：五军之战,8.2,男,天蝎座,1968/10/28,新西兰，威灵顿,演员
